#融资时间,融资公司,公司的种类,融资的轮次,公司地址,融资金额, 投资方（以空格分割),链接
2014.11.13,第一P2P,金融,A轮,北京,5000万人民币,投资方未透露,https://www.itjuzi.com/investevents/4841
2014.11.13,钱多多-旭胜金融,金融,A轮,上海,数千万人民币,丰实资本- 嘉实基金,https://www.itjuzi.com/investevents/4842
2014.11.13,宁美国度(宁美科技),电子商务,A轮,湖北,数千万人民币,达晨创投,https://www.itjuzi.com/investevents/4843
2014.11.13,时空电动汽车,汽车交通,A轮,浙江,数千万人民币,天使投资人吴泳铭 米仓资本 阿米巴资本,https://www.itjuzi.com/investevents/12306
2014.11.13,唯你网,企业服务,A轮,福建,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/12660
2014.11.13,量身预健,医疗健康,天使轮,北京,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/14146
2014.11.13,来财街,金融,天使轮,上海,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/14154
2014.11.12,指心互动,游戏,天使轮,北京,数百万人民币,新浪微博(新浪微创投) 常州高新投,https://www.itjuzi.com/investevents/12027
2014.11.12,果昔网络,游戏,天使轮,上海,数百万人民币,极客帮创投,https://www.itjuzi.com/investevents/13890
2014.11.12,沃特碧们的Colg随乐软件,游戏,A轮,福建,1000万人民币,腾讯,https://www.itjuzi.com/investevents/14504
2014.11.12,题钱移动调研,工具软件,天使轮,上海,数十万美元,Chinaccelerator中国加速,https://www.itjuzi.com/investevents/6403
2014.11.12,彩贝壳,旅游,A轮,北京,数百万美元,投资方未透露,https://www.itjuzi.com/investevents/6570
2014.11.12,团800网,电子商务,B轮,北京,数千万美元,顺为基金 经纬中国,https://www.itjuzi.com/investevents/7854
2014.11.12,双子互娱,游戏,天使轮,北京,300万人民币,互动娱乐,https://www.itjuzi.com/investevents/11476
2014.11.12,橙意家人科技,医疗健康,A轮,天津,500万美元,弘晖资本,https://www.itjuzi.com/investevents/4829
2014.11.12,优酷土豆-合一集团,文化娱乐,IPO上市后,北京,1000万美元,小米科技,https://www.itjuzi.com/investevents/4834
2014.11.12,MOKO美空网,文化娱乐,A轮,北京,5000万人民币,北京厚持投资,https://www.itjuzi.com/investevents/4835
2014.11.12,上海语镜汽车,汽车交通,B轮,上海,4000万人民币,金固股份 好望角投资,https://www.itjuzi.com/investevents/4877
2014.11.11,Combo玩聚北京,本地生活,天使轮,北京,数百万人民币,洪泰基金 阿米巴资本,https://www.itjuzi.com/investevents/4821
2014.11.11,Cloud maps云地图,旅游,A轮,广西,4500万人民币,投资方未透露,https://www.itjuzi.com/investevents/4824
2014.11.11,功夫熊,本地生活,A轮,北京,数百万美元,祥峰投资Vertex,https://www.itjuzi.com/investevents/4826
2014.11.11,J-FIND ME	沟沟手环,硬件,天使轮,广东,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/4831
2014.11.11,我来在线教育,教育,A轮,湖南,数千万人民币,SIG海纳亚洲 IDG资本,https://www.itjuzi.com/investevents/15067
2014.11.11,天马时空,游戏,B轮,北京,数千万人民币,小米科技,https://www.itjuzi.com/investevents/6500
2014.11.11,上海悦体,体育运动,A轮,上海,数百万人民币,BWVC泽厚资本 原子创投,https://www.itjuzi.com/investevents/7866
2014.11.11,IFRE数信互融科技,金融,天使轮,北京,数百万人民币,好贷网,https://www.itjuzi.com/investevents/10322
2014.11.10,Keep,体育运动,天使轮,北京,300万人民币,BWVC泽厚资本,https://www.itjuzi.com/investevents/7779
2014.11.10,小i机器人-智臻网络,企业服务,D轮,上海,4941万人民币,通鼎互联,https://www.itjuzi.com/investevents/9048
2014.11.10,易橙网络,企业服务,天使轮,湖北,数百万人民币,英诺天使基金 北软天使基金,https://www.itjuzi.com/investevents/10460
2014.11.10,值尚互动,游戏,A轮,广东,数千万人民币,广发信德-广发证券,https://www.itjuzi.com/investevents/11578
2014.11.10,多备份DBFen,企业服务,天使轮,广东,1000万人民币,IDG资本 极客帮创投,https://www.itjuzi.com/investevents/3642
2014.11.10,托福Easy姐,教育,种子轮,北京,未透露,投资方未透露,https://www.itjuzi.com/investevents/4815
2014.11.10,OpenCom周百通,企业服务,天使轮,广东,1000万人民币,易一天使 老鹰基金EaglesFund 雷雨资本(微投VChello),https://www.itjuzi.com/investevents/4817
2014.11.10,IndugleSmart聪享科技,本地生活,天使轮,上海,未透露,投资方未透露,https://www.itjuzi.com/investevents/4820
2014.11.10,租琴吧,电子商务,Pre-A轮,上海,数百万人民币,太冠资本,https://www.itjuzi.com/investevents/11646
2014.11.9,墨轨迹,企业服务,天使轮,北京,数百万人民币,联想创投集团(乐基金),https://www.itjuzi.com/investevents/14839
2014.11.9,甭纠结,社交网络,天使轮,上海,数百万人民币,天使湾,https://www.itjuzi.com/investevents/7512
2014.11.9,闪铃Shining,工具软件,天使轮,北京,数百万人民币,PreAngel 洪泰基金,https://www.itjuzi.com/investevents/4807
2014.11.8,E微贷,金融,A轮,广东,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/4804
2014.11.8,外勤365,企业服务,A轮,江苏,200万美元,金沙江创投,https://www.itjuzi.com/investevents/4805
2014.11.8,模型网,电子商务,天使轮,江苏,200万美元,投资方未透露,https://www.itjuzi.com/investevents/4809
2014.11.8,医朵云,医疗健康,天使轮,上海,3000万人民币,上海万都电力,https://www.itjuzi.com/investevents/16832
2014.11.8,广州一呼百应,电子商务,A轮,广东,3000万人民币,海汇投资,https://www.itjuzi.com/investevents/17623
2014.11.8,妙途旅行,社交网络,种子轮,浙江,未透露,天使湾,https://www.itjuzi.com/investevents/6443
2014.11.8,悦洋度假,旅游,天使轮,上海,数百万人民币,元禾控股,https://www.itjuzi.com/investevents/9003
2014.11.8,乔大招,企业服务,A轮,北京,数百万美元,创新工场,https://www.itjuzi.com/investevents/11568
2014.11.7,出海玩,旅游,天使轮,福建,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/6322
2014.11.7,耀客传媒,文化娱乐,A轮,上海,数千万人民币,分享投资,https://www.itjuzi.com/investevents/14478
2014.11.7,沐金农,金融,天使轮,北京,数百万人民币,瀚霖资本,https://www.itjuzi.com/investevents/4781
2014.11.7,绿柚网络,游戏,天使轮,上海,未透露,投资方未透露,https://www.itjuzi.com/investevents/4785
2014.11.7,迅堂网络,游戏,天使轮,上海,未透露,投资方未透露,https://www.itjuzi.com/investevents/4786
2014.11.7,SenseTime商汤科技,企业服务,A轮,北京,数千万美元,IDG资本,https://www.itjuzi.com/investevents/4788
2014.11.7,一点资讯,文化娱乐,A轮,北京,850万美元,凤凰新媒体,https://www.itjuzi.com/investevents/4790
2014.11.6,每人计,企业服务,天使轮,广东,数百万人民币,盈动投资(盈开投资),https://www.itjuzi.com/investevents/4766
2014.11.6,资本汇,金融,天使轮,浙江,未透露,投资方未透露,https://www.itjuzi.com/investevents/4770
2014.11.6,思炫网络,游戏,天使轮,上海,数百万人民币,志成资本,https://www.itjuzi.com/investevents/12015
2014.11.6,衣+(dress-plus),电子商务,天使轮,北京,数百万人民币,乐搏资本 PartnerAngel伙伴创投戴志康,https://www.itjuzi.com/investevents/12428
2014.11.6,走客,旅游,天使轮,上海,数百万人民币,隆领投资,https://www.itjuzi.com/investevents/6281
2014.11.6,约拍啦,本地生活,天使轮,北京,2000万人民币,投资方未透露,https://www.itjuzi.com/investevents/7664
2014.11.6,婴萌科技,硬件,天使轮,北京,数百万人民币,米仓资本 合力投资 梧桐树资本 太火鸟,https://www.itjuzi.com/investevents/9404
2014.11.6,数尊科技,金融,天使轮,上海,数百万人民币,六禾创投,https://www.itjuzi.com/investevents/10792
2014.11.6,医酷Medu-迈德高,医疗健康,A轮,湖北,1000万人民币,天泽投资,https://www.itjuzi.com/investevents/10907
2014.11.5,海狮家,教育,天使轮,上海,未透露,投资方未透露,https://www.itjuzi.com/investevents/8313
2014.11.5,水果无忧,电子商务,天使轮,浙江,数百万人民币,天使湾,https://www.itjuzi.com/investevents/11463
2014.11.5,无锡威易同享科技,硬件,天使轮,江苏,数百万人民币,坚果创投,https://www.itjuzi.com/investevents/13591
2014.11.5,御龙轩《天煞》,游戏,天使轮,北京,数百万人民币,创新工场,https://www.itjuzi.com/investevents/14881
2014.11.5,荣昌e袋洗,本地生活,A轮,北京,2000万美元,经纬中国 SIG海纳亚洲,https://www.itjuzi.com/investevents/4747
2014.11.5,咕咚网,医疗健康,B轮,四川,3000万美元,SIG海纳亚洲 软银中国,https://www.itjuzi.com/investevents/4749
2014.11.5,铁皮人科技TinmanArts,教育,A轮,四川,数千万人民币,毅达资本,https://www.itjuzi.com/investevents/4750
2014.11.5,Thundersoft中科创达,硬件,B轮,北京,数千万美元,英特尔投资Intel Capital,https://www.itjuzi.com/investevents/4751
2014.11.4,人人快递网,物流,A轮,北京,1500万美元,腾讯 高榕资本Banyan Fund,https://www.itjuzi.com/investevents/4742
2014.11.4,火柴盒,社交网络,天使轮,上海,200万人民币,投资方未透露,https://www.itjuzi.com/investevents/4743
2014.11.4,几个果农,电子商务,天使轮,湖北,500万人民币,真格基金,https://www.itjuzi.com/investevents/4745
2014.11.4,PP租车,汽车交通,B轮,北京,6000万美元,IDG资本 晨兴资本 源码资本 明势资本 红杉资本中国 Crystal Stream清流资本,https://www.itjuzi.com/investevents/4746
2014.11.4,我要订(51订),电子商务,种子轮,上海,数千万人民币,东方弘道(弘合基金),https://www.itjuzi.com/investevents/12664
2014.11.4,安畅,企业服务,新三板,上海,未透露,投资方未透露,https://www.itjuzi.com/investevents/8859
2014.11.4,海博思创,硬件,天使轮,北京,未透露,银杏谷资本 启迪之星(启迪孵化器孵化投资基金) 中润发投资 腾业创新投资,https://www.itjuzi.com/investevents/17562
2014.11.3,必去科技,旅游,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/17516
2014.11.3,牛仔网络9666.cn,金融,A轮,北京,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/12482
2014.11.3,E店宝,电子商务,B轮,北京,数千万美元,纪源资本GGV 红杉资本中国,https://www.itjuzi.com/investevents/13157
2014.11.3,飞运达货运代理,物流,天使轮,江苏,数百万人民币,南京紫金科创,https://www.itjuzi.com/investevents/13683
2014.11.3,翼龙贷,金融,A轮,浙江,未透露,联想控股,https://www.itjuzi.com/investevents/4731
2014.11.3,大家汇,教育,A轮,北京,500万美元,投资方未透露,https://www.itjuzi.com/investevents/4739
2014.11.3,爱败妈妈网,电子商务,A轮,北京,200万美元,汇财私人资本 合力投资,https://www.itjuzi.com/investevents/4740
2014.11.3,皮哲漫画(淘漫画),文化娱乐,天使轮,广东,数百万人民币,极客帮创投,https://www.itjuzi.com/investevents/6387
2014.11.3,炊烟小厨,本地生活,天使轮,广东,数百万人民币,险峰长青(险峰华兴),https://www.itjuzi.com/investevents/9534
2014.11.3,保保18-保保网,金融,A轮,上海,数千万人民币,盛大集团,https://www.itjuzi.com/investevents/10604
2014.11.3,易创互联,企业服务,天使轮,北京,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/11410
2014.11.2,同策房产,房产服务,战略投资,上海,3.8亿人民币,搜房网,https://www.itjuzi.com/investevents/7167
2014.11.2,爱点科技-酷虎游戏,游戏,天使轮,广东,300万人民币,互动娱乐,https://www.itjuzi.com/investevents/10030
2014.11.2,万代巨像科技,游戏,天使轮,北京,数百万人民币,极客帮创投,https://www.itjuzi.com/investevents/13919
2014.11.1,快抢车,汽车交通,A轮,浙江,未透露,小村资本,https://www.itjuzi.com/investevents/12906
2014.11.1,熟店宝,企业服务,天使轮,江苏,550万人民币,投资方未透露,https://www.itjuzi.com/investevents/13280
2014.11.1,预健科技,医疗健康,天使轮,北京,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/14153
2014.11.1,上海脉感科技,医疗健康,天使轮,上海,1800万人民币,投资方未透露,https://www.itjuzi.com/investevents/14173
2014.11.1,火星文化,文化娱乐,天使轮,北京,500万人民币,58同城 黑马基金,https://www.itjuzi.com/investevents/14337
2014.11.1,快狗速运GoGoVan,物流,B轮,上海,1000万美元,人人公司,https://www.itjuzi.com/investevents/16761
2014.11.1,Bang直播(趣寻科技),文化娱乐,A轮,北京,数千万人民币,Crystal Stream清流资本,https://www.itjuzi.com/investevents/17196
2014.11.1,爱耳时代,医疗健康,A轮,北京,数百万美元,投资方未透露,https://www.itjuzi.com/investevents/6587
2014.11.1,智石科技Bright Beacon,工具软件,天使轮,北京,数百万人民币,极客帮创投 黑马基金,https://www.itjuzi.com/investevents/6917
2014.11.1,懒猫旅行,旅游,天使轮,湖南,数百万人民币,险峰长青(险峰华兴),https://www.itjuzi.com/investevents/10773
2014.11.1,印尼WOOK,电子商务,天使轮,广东,数千万人民币,黑马基金 源政投资杨向阳 旦恩投资,https://www.itjuzi.com/investevents/17448
2014.11.1,博湃养车,汽车交通,A轮,北京,数千万人民币,创新工场,https://www.itjuzi.com/investevents/4754
2014.11.1,手机密号,工具软件,天使轮,上海,未透露,投资方未透露,https://www.itjuzi.com/investevents/4757
2014.11.1,8Securities,金融,B轮,香港,870万美元,华创资本,https://www.itjuzi.com/investevents/891
2014.11.1,爱旅行,旅游,A轮,北京,1000万美元,投资方未透露,https://www.itjuzi.com/investevents/2307
2014.11.1,上海银商资讯,金融,B轮,上海,1.25亿人民币,投资方未透露,https://www.itjuzi.com/investevents/4730
2014.11.1,尚戴健康,医疗健康,天使轮,上海,未透露,投资方未透露,https://www.itjuzi.com/investevents/4811
2014.10.31,哆啦宝,金融,A轮,北京,1500万人民币,易宝支付 集结号资本,https://www.itjuzi.com/investevents/2151
2014.10.31,监控宝,工具软件,B轮,北京,1500万美元,红杉资本中国,https://www.itjuzi.com/investevents/4352
2014.10.31,减约（脂斗士APP）,医疗健康,天使轮,北京,500万人民币,投资方未透露,https://www.itjuzi.com/investevents/4478
2014.10.31,云智慧,企业服务,B轮,北京,1500万美元,红杉资本中国 戈壁投资,https://www.itjuzi.com/investevents/4498
2014.10.31,挑食火锅送,本地生活,天使轮,北京,数百万人民币,薛蛮子,https://www.itjuzi.com/investevents/4503
2014.10.31,社区001,本地生活,B轮,北京,亿元及以上人民币,投资方未透露,https://www.itjuzi.com/investevents/4510
2014.10.31,杭州云柚科技,硬件,A轮,浙江,数百万美元,小米科技,https://www.itjuzi.com/investevents/4580
2014.10.31,Biu老友科技,社交网络,天使轮,浙江,500万人民币,天使投资人吴泳铭 阿米巴资本,https://www.itjuzi.com/investevents/4701
2014.10.31,嘟嘟美甲,本地生活,A轮,上海,1000万美元,红杉资本中国 源码资本,https://www.itjuzi.com/investevents/4702
2014.10.31,Blued淡蓝网,社交网络,B轮,北京,3000万美元,DCM中国,https://www.itjuzi.com/investevents/4703
2014.10.31,柳橙网,教育,A轮,上海,未透露,伯藜创投,https://www.itjuzi.com/investevents/4707
2014.10.31,Belter倍泰健康,医疗健康,C轮,广东,1亿人民币,投资方未透露,https://www.itjuzi.com/investevents/4719
2014.10.31,得图云,企业服务,A轮,浙江,数千万人民币,深创投,https://www.itjuzi.com/investevents/4724
